1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,61,74,48,49,1,2,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,50,50,49,85,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,50,50,61,2,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,48,50,50,1,2,2,1,1,1,1,1,1
1,1,1,1,2,1,1,1,50,50,50,1,1,61,85,1,1,1,1,1
1,1,1,1,1,2,1,1,50,50,50,49,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,50,50,50,50,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,60,50,50,50,0,60,61,85,1,1,1,1
1,1,1,1,1,1,0,1,1,50,50,61,1,72,2,2,1,1,1,1
1,1,1,1,1,1,1,0,1,50,50,1,1,1,0,2,1,1,1,1
1,1,1,1,1,1,1,85,1,50,50,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,50,50,49,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,48,50,50,50,49,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,50,50,50,50,61,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,60,61,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
