1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,1,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,24,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,36,37,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,1,1,15,24,0,0,1,0,1,1,25,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,14,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,15,13,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,36,37,0,0,1,0,0,0,1,38,39,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,24,0,1,0,0,0,1,0,0,0,1,3,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,39,0,0,0,15,1,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,27,1,1,1,1,1,1,1
