1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,2,15,3,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,25,13,13,51,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,25,25,25,49,13,51,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,25,25,25,25,49,13,51,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
